Player,G,MP,FG,FGA,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,TOV%
Steve Woodberry,27,860,124,265,21,54,0.39,103,211,0.49,0.51,54,76,0.65,36,86,122,79,39,6,57,41,323,0.54,16.04
Steven Edwards,5,147,18,50,10,33,0.3,8,17,0.47,0.46,21,25,0.84,6,13,19,19,7,0,16,9,67,0.55,20.78
Steven Hansell,12,138,15,34,3,10,0.3,12,24,0.5,0.49,11,13,0.85,3,6,9,10,9,1,6,10,44,0.55,13.12
Steven Smith,20,298,50,112,20,46,0.43,30,66,0.45,0.54,25,31,0.81,10,47,57,11,8,1,17,36,145,0.58,11.92
Stevin Smith,20,558,61,147,23,71,0.32,38,76,0.5,0.49,64,75,0.85,6,31,37,75,26,0,40,67,209,0.58,18.18
Stipe Modric,40,570,44,89,8,22,0.36,36,67,0.54,0.54,18,29,0.63,46,69,115,19,39,10,32,122,114,0.56,23.92
Stipo Papic,8,47,8,14,1,1,1.0,7,13,0.54,0.61,2,4,0.5,3,8,11,1,3,1,4,15,19,0.6,20.24
Stjepan Stazic,9,173,29,49,5,14,0.36,24,35,0.69,0.64,13,21,0.62,6,14,20,14,14,0,16,21,76,0.65,21.55
Strahinja Milosevic,55,311,27,58,2,10,0.2,25,48,0.52,0.48,15,27,0.4,25,31,56,12,10,3,17,67,71,0.51,19.57
Stratos Perperoglou,222,4275,564,1351,206,555,0.37,358,796,0.45,0.49,249,327,0.7,95,488,583,234,160,40,207,435,1583,0.53,12.16
Stuart Robbins,14,204,28,75,0,2,0.0,28,73,0.38,0.37,11,23,0.48,17,22,39,4,3,3,20,24,67,0.39,19.03
Suad Sehovic,22,312,27,59,23,55,0.42,4,4,1.0,0.65,5,5,1.0,7,34,41,10,8,2,2,47,82,0.67,3.16
Sven Schultze,45,425,54,130,24,65,0.37,30,65,0.46,0.51,12,22,0.56,21,32,53,18,10,1,31,102,144,0.52,18.16
Sylven Landesberg,95,1332,211,473,69,191,0.36,142,282,0.5,0.52,75,110,0.71,34,119,153,44,24,4,52,125,566,0.54,9.07
Szymon Szewczyk,36,509,81,167,19,62,0.31,62,105,0.59,0.54,36,52,0.68,31,67,98,12,22,12,34,88,217,0.57,15.19
T.J. Bray,10,204,22,55,12,32,0.38,10,23,0.43,0.51,8,9,0.89,3,14,17,27,9,0,16,22,64,0.54,21.34
TJ Ford,2,33,3,10,1,3,0.33,2,7,0.29,0.35,5,6,0.83,1,4,5,13,3,0,6,5,12,0.47,32.19
TJ Lux,14,259,50,103,0,2,0.0,50,101,0.5,0.49,30,38,0.79,34,23,57,11,22,2,15,47,130,0.54,11.13
Tadas Klimavicius,78,1288,128,323,23,97,0.24,105,226,0.46,0.43,55,91,0.54,105,164,269,57,19,38,81,110,334,0.46,18.24
Tadas Sedekerskis,13,65,6,10,0,1,0.0,6,9,0.67,0.6,5,8,0.62,3,5,8,2,1,0,4,4,17,0.63,22.83
Tadija Dragicevic,10,154,20,47,10,27,0.37,10,20,0.5,0.53,12,14,0.86,2,17,19,6,4,2,10,10,62,0.58,15.83
Tal Burstein,176,3623,404,908,110,322,0.34,294,586,0.5,0.51,210,279,0.76,81,375,456,306,139,17,203,427,1128,0.55,16.45
Tamar Slay,10,274,36,106,9,38,0.24,27,68,0.4,0.38,11,13,0.85,7,37,44,10,13,4,21,36,92,0.41,15.82
Tanel Tein,14,419,38,92,17,54,0.31,21,38,0.55,0.51,21,24,0.88,12,29,41,11,17,2,8,39,114,0.56,7.24
Tanoka Beard,73,2122,426,795,12,64,0.19,414,731,0.57,0.54,243,333,0.71,247,416,663,97,83,38,181,232,1107,0.59,16.12
Taqwa Pinero,17,419,64,168,29,99,0.29,35,69,0.51,0.47,24,28,0.81,7,39,46,16,17,0,23,43,181,0.5,11.31
Tarence Kinsey,94,2455,373,868,58,197,0.29,315,671,0.47,0.46,218,281,0.75,73,259,332,134,136,19,143,208,1022,0.52,12.6
Tarik Biberovic,8,47,7,20,1,8,0.12,6,12,0.5,0.38,3,6,0.5,2,10,12,1,1,0,3,2,18,0.4,11.7
Tarik Black,26,559,116,167,0,1,0.0,116,166,0.7,0.69,54,79,0.68,56,85,141,18,12,20,37,75,286,0.71,15.5
Taylor Coppenrath,13,372,48,97,3,8,0.38,45,89,0.51,0.51,45,57,0.79,24,23,47,6,13,5,14,32,144,0.59,10.29
Taylor Rochestie,96,2204,396,841,146,337,0.43,250,504,0.5,0.56,170,190,0.8,37,122,159,419,54,2,170,193,1108,0.6,15.53
Teddy Gipson,16,330,45,112,20,44,0.45,25,68,0.37,0.49,12,19,0.63,4,18,22,33,6,1,24,41,122,0.51,16.63
Teemu Rannikko,55,1352,130,335,82,238,0.34,48,97,0.49,0.51,133,159,0.86,14,65,79,129,55,1,73,138,475,0.59,15.27
Teo Cizmic,14,211,28,62,17,36,0.47,11,26,0.42,0.59,12,16,0.75,4,19,23,8,5,0,11,19,85,0.62,13.74
Teoman Ozturk,38,533,64,141,8,30,0.27,56,111,0.5,0.48,39,56,0.71,25,54,79,8,20,10,27,69,175,0.53,14.02
Terence Morris,87,1996,286,530,96,222,0.43,190,308,0.62,0.63,62,88,0.69,118,352,470,89,58,98,92,149,730,0.64,13.92
Terrel Castle,31,856,72,182,34,92,0.37,38,90,0.42,0.49,79,107,0.73,17,58,75,58,42,2,81,66,257,0.56,26.12
Terrell Lyday,51,1237,182,437,62,170,0.36,120,267,0.45,0.49,141,187,0.76,26,92,118,112,75,9,100,133,567,0.55,16.15
Terrell McIntyre,69,1947,298,687,171,444,0.39,127,243,0.52,0.56,150,166,0.91,34,101,135,312,128,0,160,140,917,0.6,17.39
Terrell Myers,13,400,82,188,25,76,0.33,57,112,0.51,0.5,21,28,0.75,9,28,37,17,10,0,36,40,210,0.52,15.23
Thabo Sefolosha,7,188,27,51,7,14,0.5,20,37,0.54,0.6,19,30,0.63,6,36,42,6,15,3,12,21,80,0.62,15.75
Thanasis Antetokounmpo,62,723,98,175,11,36,0.31,87,139,0.63,0.59,34,65,0.52,45,78,123,21,32,19,28,131,241,0.59,12.09
Thanassis Efthimiou,8,75,7,19,1,7,0.14,6,12,0.5,0.39,5,8,0.62,4,7,11,7,2,2,6,10,20,0.44,21.04
Theo Maledon,22,389,57,125,18,49,0.37,39,76,0.51,0.53,31,45,0.69,4,35,39,69,7,2,41,64,163,0.56,22.07
Theodore Allen,4,106,13,34,0,8,0.0,13,26,0.5,0.38,7,11,0.64,12,13,25,3,10,1,13,17,33,0.42,25.08
Theodoros Papaloukas,252,5089,618,1175,100,333,0.3,518,842,0.62,0.57,388,559,0.69,106,493,599,977,335,23,433,514,1724,0.61,23.36
Thierry Gadou,22,316,31,81,11,37,0.3,20,44,0.45,0.45,22,31,0.71,13,28,41,19,12,3,25,35,95,0.5,20.9
Thomas Adams,10,311,40,89,13,30,0.43,27,59,0.46,0.52,25,30,0.83,16,31,47,16,10,1,32,28,118,0.58,23.85
Thomas Heurtel,214,5008,806,1715,231,600,0.38,575,1115,0.52,0.54,318,398,0.78,74,384,458,1187,149,1,511,355,2161,0.57,21.28
Thomas Kelati,28,585,82,192,50,128,0.39,32,64,0.5,0.56,26,36,0.55,9,48,57,35,29,6,33,58,240,0.58,13.7
Thomas Robinson,20,312,69,142,0,1,0.0,69,141,0.49,0.49,25,60,0.42,49,68,117,8,13,11,21,52,163,0.48,11.09
Thomas Van de vondel,11,113,6,14,0,4,0.0,6,10,0.6,0.43,0,1,0.0,3,7,10,4,1,0,7,21,12,0.42,32.65
Thomas Walkup,62,1293,172,350,41,104,0.39,131,246,0.53,0.55,61,73,0.83,44,146,190,229,46,4,115,166,446,0.58,23.13
Tiago Splitter,58,1410,298,493,0,5,0.0,298,488,0.61,0.6,201,319,0.63,85,218,303,84,48,56,100,178,797,0.63,13.64
Tibor Pleiss,192,3148,603,1043,27,76,0.36,576,967,0.6,0.59,231,283,0.82,280,571,851,79,55,152,177,392,1464,0.63,13.16
Tierre Brown,6,168,31,82,2,20,0.1,29,62,0.47,0.39,22,27,0.82,6,11,17,17,12,1,15,12,86,0.46,13.78
Tim Abromaitis,37,677,101,208,39,100,0.39,62,108,0.57,0.58,36,49,0.68,41,92,133,34,18,10,22,72,277,0.6,8.75
Tim Begley,20,288,36,79,21,51,0.41,15,28,0.54,0.59,9,14,0.64,5,17,22,10,8,1,17,34,102,0.6,16.64
Tim Kennedy,10,287,33,73,11,33,0.33,22,40,0.55,0.53,8,11,0.73,5,17,22,10,6,1,17,19,85,0.55,17.92
Tim Ohlbrecht,11,179,13,30,0,2,0.0,13,28,0.46,0.43,10,14,0.71,7,21,28,0,3,7,10,28,36,0.5,21.66
Tim Schneider,16,190,20,51,14,38,0.37,6,13,0.46,0.53,6,8,0.75,7,13,20,5,5,2,8,25,60,0.55,12.8
Toby Bailey,20,628,79,201,35,99,0.35,44,102,0.43,0.48,48,65,0.74,25,59,84,27,21,10,34,60,241,0.52,12.9
Tom Wideman,10,212,25,56,0,1,0.0,25,55,0.45,0.45,22,32,0.69,26,39,65,9,12,2,11,29,72,0.51,13.57
Tomas Delininkaitis,51,762,95,250,54,149,0.36,41,101,0.41,0.49,78,102,0.75,16,47,63,66,25,0,62,90,322,0.55,17.37
Tomas Dimsa,25,297,26,72,9,25,0.36,17,47,0.36,0.42,8,13,0.36,15,18,33,16,5,2,11,43,69,0.44,12.4
Tomas Masiulis,81,1884,198,381,28,90,0.31,170,291,0.58,0.56,71,150,0.51,144,262,406,117,85,41,120,195,495,0.55,21.16
Tomas Pacesas,32,945,60,181,37,129,0.29,23,52,0.44,0.43,16,30,0.56,26,61,87,114,50,2,62,79,173,0.45,24.2
Tomas Ress,156,2015,222,470,79,197,0.4,143,273,0.52,0.56,93,127,0.69,90,256,346,52,65,72,72,225,616,0.59,12.04
Tomas Satoransky,56,1229,161,332,44,117,0.38,117,215,0.54,0.55,91,113,0.8,36,126,162,210,49,14,72,111,457,0.6,15.87
Tomasz Swietonski,2,20,1,7,1,4,0.25,0,3,0.0,0.21,2,2,1.0,0,1,1,2,0,0,2,5,5,0.32,20.24
Tomislav Knezevic,4,29,2,4,1,1,1.0,1,3,0.33,0.62,2,2,1.0,0,0,0,4,0,0,0,4,7,0.72,0.0
Tomislav Ruzic,46,901,144,262,14,33,0.42,130,229,0.57,0.58,48,63,0.76,65,114,179,20,25,14,36,116,350,0.6,11.05
Tomislav Zubcic,39,606,70,188,28,86,0.33,42,102,0.41,0.45,39,52,0.68,33,86,119,24,21,3,36,56,207,0.49,14.58
Tommy Thorwarth,7,82,5,13,2,8,0.25,3,5,0.6,0.46,5,6,0.83,6,4,10,3,4,0,4,18,17,0.54,20.37
Toney Douglas,34,803,139,337,52,148,0.35,87,189,0.46,0.49,70,80,0.87,27,68,95,108,42,3,65,91,400,0.54,14.87
Toni Brnas,6,68,2,13,1,4,0.25,1,9,0.11,0.19,1,1,1.0,1,5,6,0,3,1,3,9,6,0.22,18.25
Toni Dijan,19,284,44,71,2,6,0.33,42,65,0.65,0.63,18,26,0.79,16,27,43,19,8,2,14,33,108,0.66,14.52
Toni Katic,7,80,6,13,1,4,0.25,5,9,0.56,0.5,11,13,0.85,1,7,8,13,1,0,7,9,24,0.64,27.22
Tonin Llorente,9,68,4,7,2,5,0.4,2,2,1.0,0.71,1,2,0.5,0,9,9,8,1,0,5,11,11,0.7,38.82
Tony Crocker,30,688,91,239,44,136,0.32,47,103,0.46,0.47,42,45,0.93,19,51,70,41,24,2,39,88,268,0.52,13.1
Tony Delk,17,279,44,108,11,35,0.31,33,73,0.45,0.46,29,38,0.76,11,22,33,17,10,1,27,28,128,0.51,17.8
Tony Dorsey,7,234,48,95,3,13,0.23,45,82,0.55,0.52,19,30,0.63,15,20,35,12,8,1,18,15,118,0.55,14.26
Tony Taylor,10,296,31,74,6,19,0.32,25,55,0.45,0.46,37,44,0.84,1,26,27,38,6,0,16,22,105,0.56,14.63
Tonye Jekiri,27,645,92,179,0,3,0.0,92,176,0.52,0.51,51,77,0.66,72,130,202,35,21,8,29,67,235,0.55,11.99
Torey Thomas,4,61,3,18,0,8,0.0,3,10,0.3,0.17,2,2,1.0,0,1,1,9,1,0,4,3,8,0.21,17.48
Tornike Shengelia,147,3560,643,1257,92,248,0.37,551,1009,0.55,0.55,388,551,0.71,216,514,730,259,119,68,276,337,1766,0.59,15.55
Tracy Murray,8,136,25,48,17,36,0.47,8,12,0.67,0.7,5,9,0.56,1,17,18,5,8,6,5,17,72,0.69,8.78
Trajan Langdon,167,5052,752,1546,339,794,0.43,413,752,0.55,0.6,335,386,0.85,82,432,514,210,216,19,228,370,2178,0.63,11.73
Travis Best,13,308,48,110,11,35,0.31,37,75,0.49,0.49,17,20,0.92,4,26,30,35,12,2,28,33,124,0.52,19.07
Travis Hansen,74,1594,230,531,121,289,0.42,109,242,0.45,0.55,96,122,0.83,64,139,203,71,63,13,85,166,677,0.58,12.69
Travis Watson,47,1085,186,322,1,3,0.33,185,319,0.58,0.58,88,150,0.61,162,244,406,58,60,27,89,161,461,0.59,18.66
Tre Kelley,13,330,49,97,17,32,0.53,32,65,0.49,0.59,29,36,0.81,1,16,17,32,12,0,24,37,144,0.64,17.54
Tre Simmons,9,112,14,38,6,17,0.35,8,21,0.38,0.45,5,6,0.83,5,15,20,7,7,0,12,12,39,0.48,22.8
Tremmell Darden,88,1791,221,455,55,135,0.41,166,320,0.52,0.55,75,100,0.75,58,182,240,63,37,41,65,126,572,0.57,11.52
Trent Meacham,10,322,33,91,15,48,0.31,18,43,0.42,0.45,6,6,1.0,3,24,27,41,8,1,12,20,87,0.46,11.36
Trey Thompkins,137,2647,471,975,180,432,0.42,291,543,0.54,0.58,153,177,0.88,108,498,606,119,68,35,127,279,1275,0.61,10.76
Tunji Awojobi,32,744,132,251,4,12,0.33,128,239,0.54,0.53,60,86,0.69,59,103,162,48,44,8,59,62,328,0.57,16.96
Tutku Acik,97,1325,117,280,51,161,0.32,66,119,0.55,0.51,85,115,0.72,9,70,79,144,64,3,88,163,370,0.56,21.02
Txemi Urtasun,31,593,74,193,29,84,0.35,45,109,0.41,0.46,39,52,0.77,10,34,44,39,17,1,40,42,216,0.5,15.63
Ty Lawson,7,149,18,42,3,8,0.38,15,34,0.44,0.46,13,21,0.62,4,17,21,11,6,0,7,13,52,0.51,12.02
Tyler Cavanaugh,19,278,37,100,15,42,0.36,22,58,0.38,0.44,32,33,0.97,17,45,62,18,10,4,9,48,121,0.53,7.29
Tyler Dorsey,28,528,93,240,52,132,0.39,41,108,0.38,0.5,43,63,0.68,14,54,68,41,29,4,43,60,281,0.52,13.84
Tyler Ennis,3,31,7,9,1,1,1.0,6,8,0.75,0.83,4,6,0.67,0,2,2,3,1,0,3,3,19,0.82,20.49
Tyler Honeycutt,75,1671,216,488,73,201,0.36,143,287,0.5,0.52,109,156,0.73,131,357,488,125,78,64,104,132,614,0.55,15.74
Tyrese Rice,112,2697,419,1072,158,465,0.34,261,607,0.43,0.46,255,298,0.85,29,166,195,465,91,9,234,232,1251,0.52,16.28
Tyron McCoy,10,354,49,122,13,47,0.28,36,75,0.48,0.45,42,53,0.79,6,35,41,37,18,1,33,33,153,0.53,18.51
Tyrone Brazelton,9,141,13,46,6,19,0.32,7,27,0.26,0.35,4,5,0.75,4,8,12,12,5,1,12,16,36,0.37,19.93
Tyrone Ellis,17,515,87,185,45,113,0.4,42,72,0.58,0.59,46,65,0.72,17,45,62,45,27,3,47,51,265,0.62,18.04
Tyson Wheeler,13,283,28,82,12,59,0.2,16,23,0.7,0.41,15,17,0.88,3,20,23,49,8,1,19,22,83,0.46,17.51
Tyus Edney,90,2702,485,997,79,202,0.39,406,795,0.51,0.53,321,398,0.81,63,194,257,384,128,5,233,196,1370,0.58,16.58
Uros Slokar,54,725,86,181,17,55,0.31,69,126,0.55,0.52,67,108,0.63,44,96,140,24,33,13,37,86,256,0.56,13.93
Uros Tripkovic,109,2406,324,881,186,533,0.35,138,348,0.4,0.47,136,164,0.85,33,141,174,123,75,1,169,323,970,0.51,15.06
Usman Garuba,14,167,25,37,2,6,0.33,23,31,0.74,0.7,9,18,0.5,15,25,40,6,12,4,7,20,61,0.68,13.48
Uvis Helmanis,20,316,27,59,20,43,0.47,7,16,0.44,0.63,19,25,0.76,14,28,42,8,11,0,20,56,93,0.66,22.22
Vadim Panin,31,519,27,70,18,53,0.34,9,17,0.53,0.51,6,8,0.83,15,49,64,26,16,2,25,49,78,0.53,25.38
Vaidas Kariniauskas,14,227,20,55,3,16,0.19,17,39,0.44,0.39,7,15,0.47,4,21,25,22,7,5,28,24,50,0.41,31.25
Valdas Vasylius,10,148,26,56,6,23,0.26,20,33,0.61,0.52,10,18,0.56,8,18,26,8,2,1,7,15,68,0.53,9.87
Valentin Pastal,3,29,3,9,3,7,0.43,0,2,0.0,0.5,1,2,0.5,0,1,1,1,1,0,2,6,10,0.51,16.84
Valeri Daineko,25,644,108,230,22,63,0.35,86,167,0.51,0.52,85,99,0.84,24,69,93,29,21,20,44,73,323,0.59,13.86
Valeri Likhodei,21,313,42,87,35,64,0.55,7,23,0.3,0.68,5,11,0.46,14,28,42,4,4,8,9,32,124,0.68,8.93
Valerio Spinelli,14,189,12,37,0,14,0.0,12,23,0.52,0.32,19,26,0.73,4,11,15,34,19,0,22,15,43,0.44,31.23
Vangelis Mantzaris,210,4260,297,803,203,572,0.35,94,231,0.41,0.5,115,170,0.64,96,428,524,447,133,5,176,512,912,0.52,16.7
Vangelis Sklavos,34,514,51,114,19,53,0.36,32,61,0.52,0.53,46,57,0.81,33,68,101,32,7,1,29,72,167,0.6,17.25
Vanja Marinkovic,27,402,59,135,23,70,0.33,36,65,0.55,0.52,30,36,0.83,6,22,28,11,11,0,26,34,171,0.57,14.7
Vasileios Karasev,19,578,64,135,21,57,0.37,43,78,0.55,0.55,62,79,0.78,7,27,34,60,22,3,41,73,211,0.62,19.45
Vasilije Micic,124,3015,434,972,155,420,0.37,279,552,0.51,0.53,200,248,0.85,40,222,262,576,111,8,315,292,1223,0.57,22.56
Vasily Zavoruev,13,68,5,14,5,12,0.42,0,2,0.0,0.54,0,2,0.0,4,3,7,3,4,0,3,7,15,0.5,16.78
Vassilis Charalampopoulos,18,163,11,22,5,11,0.45,6,11,0.55,0.61,8,11,0.71,5,21,26,14,4,3,9,10,35,0.65,25.11
Vassilis Kikilias,38,403,18,60,6,35,0.17,12,25,0.48,0.35,7,14,0.74,19,45,64,26,12,0,22,83,49,0.37,24.95
Vassilis Spanoulis,324,8792,1331,3199,484,1494,0.32,847,1705,0.5,0.49,1093,1392,0.79,78,527,605,1515,254,7,1020,712,4239,0.56,21.11
Vassilis Toliopoulos,10,53,5,17,4,13,0.31,1,4,0.25,0.41,1,2,0.5,0,3,3,9,2,1,1,9,15,0.42,5.3
Vassilis Xanthopoulos,25,229,8,27,1,15,0.07,7,12,0.58,0.31,6,11,0.33,2,17,19,27,8,0,15,38,23,0.36,32.02
Vedran Morovic,18,251,40,76,11,21,0.52,29,55,0.53,0.6,17,26,0.66,5,22,27,34,18,0,40,47,108,0.62,31.39
Vedran Princ,30,278,20,49,7,29,0.24,13,20,0.65,0.48,7,10,0.72,5,16,21,18,6,0,17,27,54,0.51,24.15
Vedran Vukusic,37,798,88,171,31,84,0.37,57,87,0.66,0.61,27,35,0.72,34,87,121,20,22,3,43,104,234,0.63,18.74
Veljko Mrsic,21,429,59,149,16,52,0.31,43,97,0.44,0.45,57,70,0.81,22,40,62,28,6,1,25,27,191,0.53,12.21
Veselin Petrovic,8,209,19,49,8,24,0.33,11,25,0.44,0.47,15,26,0.58,5,27,32,13,13,0,6,30,61,0.5,9.03
Victor Alexander,56,1473,298,554,10,27,0.37,288,527,0.55,0.55,116,164,0.7,94,220,314,39,49,8,94,160,722,0.58,13.05
Victor Claver,148,3306,354,738,124,318,0.39,230,420,0.55,0.56,170,208,0.84,155,445,600,193,118,51,146,271,1002,0.6,14.97
Victor Luengo,19,276,19,47,5,19,0.26,14,28,0.5,0.46,23,35,0.66,4,16,20,15,15,1,22,49,66,0.53,26.07
Victor Rudd,43,907,119,265,36,102,0.35,83,163,0.51,0.52,58,73,0.84,27,117,144,56,27,11,60,75,332,0.56,16.8
Victor Sada,166,2349,157,394,29,138,0.21,128,256,0.5,0.44,74,108,0.7,80,258,338,313,88,10,150,217,417,0.47,25.36
Victor Samnick,27,430,61,147,2,16,0.12,59,131,0.45,0.42,21,34,0.6,27,55,82,9,10,10,42,79,145,0.45,20.59
Vidas Ginevicius,79,1628,121,290,64,184,0.35,57,106,0.54,0.53,94,140,0.7,20,84,104,137,115,4,117,174,400,0.57,24.97
Viktor Keirou,7,29,2,4,1,2,0.5,1,2,0.5,0.62,6,7,0.86,0,3,3,1,1,0,2,4,11,0.78,22.03
Viktor Khryapa,240,4662,524,1088,171,459,0.37,353,629,0.56,0.56,228,313,0.71,181,889,1070,553,241,161,364,552,1447,0.59,22.9
Viktor Sanikidze,34,537,68,136,7,31,0.23,61,105,0.58,0.53,27,50,0.49,57,93,150,23,10,11,29,62,170,0.54,15.51
Vince Hunter,8,63,12,20,0,1,0.0,12,19,0.63,0.6,8,13,0.62,8,7,15,0,0,3,3,17,32,0.62,10.45
Vincenzo Esposito,1,26,5,10,2,4,0.5,3,6,0.5,0.6,2,2,1.0,0,2,2,0,1,0,5,4,14,0.64,31.49
Virgil Stanescu,14,344,52,106,5,12,0.42,47,94,0.5,0.51,35,45,0.78,31,53,84,6,17,4,20,49,144,0.57,13.72
Virginijus Praskevicius,56,1367,206,451,71,176,0.4,135,275,0.49,0.54,71,105,0.64,70,176,246,62,45,12,77,156,554,0.56,13.41
Vitaly Fridzon,195,3117,440,984,210,501,0.42,230,483,0.48,0.55,239,281,0.85,98,247,345,225,112,23,172,442,1329,0.6,13.44
Vitor Faverani,16,194,34,64,1,11,0.09,33,53,0.62,0.54,25,31,0.8,13,37,50,5,3,4,21,23,94,0.61,21.29
Vlad Moldoveanu,18,362,47,102,28,52,0.54,19,50,0.38,0.6,26,31,0.84,15,38,53,15,12,2,10,63,148,0.64,7.96
Vladan Alanovic,6,75,4,10,1,3,0.33,3,7,0.43,0.45,5,8,0.62,1,3,4,9,4,0,8,11,14,0.52,37.17
Vladimir Anzulovic,8,96,10,31,6,20,0.3,4,11,0.36,0.42,6,6,1.0,0,5,5,12,0,0,7,19,33,0.49,17.22
Vladimir Boisa,85,1940,243,585,67,215,0.31,176,370,0.48,0.47,150,236,0.63,109,186,295,58,54,7,79,279,703,0.51,10.29
Vladimir Dasic,28,551,70,177,19,58,0.33,51,119,0.43,0.45,27,45,0.67,26,73,99,24,27,3,36,49,186,0.47,15.46
Vladimir Dragicevic,10,279,66,103,0,1,0.0,66,102,0.65,0.64,15,26,0.58,24,43,67,15,6,9,15,25,147,0.64,11.59
Vladimir Dyachok,4,23,1,6,0,2,0.0,1,4,0.25,0.17,3,4,0.75,0,2,2,1,0,0,0,5,5,0.32,0.0
Vladimir Ivlev,17,98,10,22,0,2,0.0,10,20,0.5,0.45,1,4,0.25,9,7,16,2,2,0,5,27,21,0.44,17.39
Vladimir Jankovic,17,60,3,12,2,8,0.25,1,4,0.25,0.33,3,6,0.5,2,9,11,4,3,1,2,16,11,0.38,12.02
Vladimir Krstic,19,418,36,76,18,42,0.43,18,34,0.53,0.59,14,23,0.61,7,54,61,43,27,0,26,56,104,0.6,23.19
Vladimir Kuzmanovic,26,661,68,169,27,87,0.31,41,82,0.5,0.48,30,39,0.78,26,34,60,38,25,3,41,70,193,0.52,18.05
Vladimir Lucic,98,2397,301,608,79,217,0.36,222,391,0.57,0.56,200,246,0.79,77,259,336,107,84,21,87,228,881,0.62,10.83
Vladimir Micov,216,5677,793,1778,310,745,0.42,483,1033,0.47,0.53,318,409,0.74,124,544,668,452,153,32,291,408,2214,0.57,12.94
Vladimir Petrovic,12,406,70,133,23,49,0.47,47,84,0.56,0.61,31,46,0.67,14,53,67,32,22,3,30,38,194,0.63,16.37
Vladimir Stimac,78,1430,273,468,4,16,0.25,269,452,0.6,0.59,128,201,0.58,175,247,422,65,34,27,70,144,678,0.61,11.17
Vladimir Veremeenko,17,439,54,106,2,5,0.4,52,101,0.51,0.52,35,50,0.7,41,61,102,14,12,15,29,59,145,0.57,18.47
Vlado Ilievski,151,3818,430,1033,176,501,0.35,254,532,0.48,0.5,254,319,0.8,46,203,249,333,189,8,219,308,1290,0.55,15.73
Vlado Scepanovic,69,1522,201,433,101,235,0.43,100,198,0.51,0.58,165,200,0.81,22,61,83,78,41,3,103,123,668,0.64,16.51
Vlantimir Giankovits,49,1056,121,289,48,136,0.35,73,153,0.48,0.5,58,85,0.65,42,111,153,86,43,7,40,121,348,0.53,10.92
Vojdan Stojanovski,11,144,17,45,7,19,0.37,10,26,0.38,0.46,6,8,0.75,2,11,13,13,6,0,6,16,47,0.48,11.01
Von Wafer,3,50,8,16,1,3,0.33,7,13,0.54,0.53,6,7,0.86,0,4,4,3,1,0,8,3,23,0.6,29.54
Vonteego Cummings,44,1118,129,324,43,129,0.33,86,195,0.44,0.46,88,105,0.82,7,69,76,126,51,6,78,123,389,0.53,17.4
Vrbica Stefanov,103,2994,376,765,107,279,0.38,269,486,0.55,0.56,176,201,0.82,59,154,213,280,122,4,105,212,1035,0.61,10.96
Vujadin Subotic,3,25,1,6,0,5,0.0,1,1,1.0,0.17,2,2,1.0,0,1,1,1,2,0,0,3,4,0.29,0.0
Vule Avdalovic,71,1484,136,332,60,164,0.37,76,168,0.45,0.5,133,168,0.77,18,85,103,157,47,3,96,183,465,0.57,19.13
Vyacheslav Shushakov,6,27,4,11,1,4,0.25,3,7,0.43,0.41,0,2,0.0,1,3,4,6,1,0,2,13,9,0.38,14.41
Vyacheslav Zaytsev,54,432,36,79,4,19,0.21,32,60,0.53,0.48,20,30,0.75,14,44,58,41,17,17,22,85,96,0.52,19.26
Vytenis Cizauskas,16,142,15,30,5,12,0.42,10,18,0.56,0.58,1,4,0.25,3,14,17,19,7,0,16,24,36,0.57,33.5
Vytenis Lipkevicius,63,829,59,135,17,41,0.41,42,94,0.45,0.5,35,49,0.71,34,73,107,37,23,1,48,91,170,0.54,23.46
Wade Baldwin,24,403,46,109,8,30,0.27,38,79,0.48,0.46,31,49,0.63,8,35,43,44,12,1,36,54,131,0.5,21.61
Walsh Jordan,22,444,33,80,11,33,0.33,22,47,0.47,0.48,5,14,0.35,11,21,32,31,33,1,24,39,82,0.48,21.79
Walter Herrmann,50,936,138,304,45,124,0.36,93,180,0.52,0.53,48,71,0.72,37,103,140,28,20,5,42,67,369,0.55,11.13
Walter Hodge,15,314,42,100,12,40,0.3,30,60,0.5,0.48,21,23,0.91,4,15,19,46,6,2,25,35,117,0.53,18.5
Walter Palmer,3,67,15,36,1,6,0.17,14,30,0.47,0.43,4,6,0.67,4,9,13,1,3,2,14,10,35,0.45,26.6
Walter Tavares,28,642,85,125,0,1,0.0,85,124,0.69,0.68,32,49,0.65,62,137,199,22,17,61,29,61,202,0.69,16.52
Wayne Henry,15,105,9,30,2,13,0.15,7,17,0.41,0.33,2,4,0.5,8,7,15,3,5,0,6,22,22,0.35,15.89
Wendell Alexis,14,430,69,153,17,40,0.42,52,113,0.46,0.51,75,88,0.85,10,52,62,19,15,8,43,37,230,0.6,18.32
Wesley Johnson,28,440,32,92,15,57,0.26,17,35,0.49,0.43,14,21,0.67,13,55,68,16,17,14,11,51,93,0.46,9.8
Will Bynum,45,1089,165,370,44,135,0.33,121,235,0.51,0.51,112,139,0.81,14,85,99,127,56,4,118,115,486,0.56,21.49
